year,round,event,circuit,driver_code,driver_number,driver_age,constructor,grid_position,finish_position,position_gain,points_constructor
2023,1,Bahrain Grand Prix,Sakhir,20,20,28,Haas F1 Team,10,13,-3,100.0
2023,1,Bahrain Grand Prix,Sakhir,81,81,34,McLaren,20,20,0,100.0
2023,1,Bahrain Grand Prix,Sakhir,21,21,30,AlphaTauri,11,14,-3,100.0
2023,1,Bahrain Grand Prix,Sakhir,10,10,24,Alpine,7,9,-2,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,11,11,27,Red Bull Racing,3,1,2,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,14,14,29,Aston Martin,2,3,-1,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,63,63,25,Mercedes,5,4,1,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,55,55,33,Ferrari,7,6,1,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,18,18,28,Aston Martin,19,20,-1,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,31,31,34,Alpine,6,8,-2,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,44,44,33,Mercedes,6,5,1,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,81,81,24,McLaren,15,15,0,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,10,10,29,Alpine,7,9,-2,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,27,27,29,Haas F1 Team,9,12,-3,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,24,24,36,Alfa Romeo,9,13,-4,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,16,16,27,Ferrari,8,7,1,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,20,20,36,Haas F1 Team,7,10,-3,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,77,77,31,Alfa Romeo,14,18,-4,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,1,1,27,Red Bull Racing,4,2,2,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,22,22,31,AlphaTauri,8,11,-3,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,23,23,36,Williams,15,19,-4,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,21,21,31,AlphaTauri,11,14,-3,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,4,4,28,McLaren,17,17,0,100.0
2023,1,Saudi Arabian Grand Prix,Jeddah,2,2,36,Williams,12,16,-4,100.0
2023,1,Australian Grand Prix,Melbourne,1,1,27,Red Bull Racing,3,1,2,100.0
2023,1,Australian Grand Prix,Melbourne,63,63,35,Mercedes,19,18,1,100.0
2023,1,Australian Grand Prix,Melbourne,44,44,36,Mercedes,3,2,1,100.0
2023,1,Australian Grand Prix,Melbourne,14,14,25,Aston Martin,2,3,-1,100.0
2023,1,Australian Grand Prix,Melbourne,55,55,34,Ferrari,13,12,1,100.0
2023,1,Australian Grand Prix,Melbourne,18,18,26,Aston Martin,3,4,-1,100.0
2023,1,Australian Grand Prix,Melbourne,16,16,26,Ferrari,21,20,1,100.0
2023,1,Australian Grand Prix,Melbourne,23,23,27,Williams,15,19,-4,100.0
2023,1,Australian Grand Prix,Melbourne,10,10,27,Alpine,11,13,-2,100.0
2023,1,Australian Grand Prix,Melbourne,27,27,33,Haas F1 Team,4,7,-3,100.0
2023,1,Australian Grand Prix,Melbourne,31,31,34,Alpine,12,14,-2,100.0
2023,1,Australian Grand Prix,Melbourne,22,22,34,AlphaTauri,7,10,-3,100.0
2023,1,Australian Grand Prix,Melbourne,4,4,28,McLaren,6,6,0,100.0
2023,1,Australian Grand Prix,Melbourne,20,20,27,Haas F1 Team,14,17,-3,100.0
2023,1,Australian Grand Prix,Melbourne,21,21,34,AlphaTauri,12,15,-3,100.0
2023,1,Australian Grand Prix,Melbourne,81,81,33,McLaren,8,8,0,100.0
2023,1,Australian Grand Prix,Melbourne,24,24,31,Alfa Romeo,5,9,-4,100.0
2023,1,Australian Grand Prix,Melbourne,2,2,29,Williams,12,16,-4,100.0
2023,1,Australian Grand Prix,Melbourne,77,77,29,Alfa Romeo,7,11,-4,100.0
2023,1,Australian Grand Prix,Melbourne,11,11,31,Red Bull Racing,7,5,2,100.0
2023,1,Azerbaijan Grand Prix,Baku,16,16,30,Ferrari,4,3,1,100.0
2023,1,Azerbaijan Grand Prix,Baku,1,1,33,Red Bull Racing,4,2,2,100.0
2023,1,Azerbaijan Grand Prix,Baku,11,11,34,Red Bull Racing,3,1,2,100.0
2023,1,Azerbaijan Grand Prix,Baku,55,55,35,Ferrari,6,5,1,100.0
2023,1,Azerbaijan Grand Prix,Baku,44,44,33,Mercedes,7,6,1,100.0
2023,1,Azerbaijan Grand Prix,Baku,14,14,36,Aston Martin,3,4,-1,100.0
2023,1,Azerbaijan Grand Prix,Baku,4,4,31,McLaren,9,9,0,100.0
2023,1,Azerbaijan Grand Prix,Baku,22,22,25,AlphaTauri,7,10,-3,100.0
2023,1,Azerbaijan Grand Prix,Baku,18,18,32,Aston Martin,6,7,-1,100.0
2023,1,Azerbaijan Grand Prix,Baku,81,81,24,McLaren,11,11,0,100.0
2023,1,Azerbaijan Grand Prix,Baku,63,63,31,Mercedes,9,8,1,100.0
2023,1,Azerbaijan Grand Prix,Baku,23,23,35,Williams,8,12,-4,100.0
2023,1,Azerbaijan Grand Prix,Baku,77,77,34,Alfa Romeo,14,18,-4,100.0
2023,1,Azerbaijan Grand Prix,Baku,2,2,35,Williams,12,16,-4,100.0
2023,1,Azerbaijan Grand Prix,Baku,24,24,35,Alfa Romeo,15,19,-4,100.0
2023,1,Azerbaijan Grand Prix,Baku,20,20,27,Haas F1 Team,10,13,-3,100.0
2023,1,Azerbaijan Grand Prix,Baku,10,10,27,Alpine,12,14,-2,100.0
2023,1,Azerbaijan Grand Prix,Baku,21,21,28,AlphaTauri,17,20,-3,100.0
2023,1,Azerbaijan Grand Prix,Baku,31,31,31,Alpine,13,15,-2,100.0
2023,1,Azerbaijan Grand Prix,Baku,27,27,28,Haas F1 Team,14,17,-3,100.0
2023,1,Miami Grand Prix,Miami,11,11,31,Red Bull Racing,4,2,2,100.0
2023,1,Miami Grand Prix,Miami,14,14,33,Aston Martin,2,3,-1,100.0
2023,1,Miami Grand Prix,Miami,55,55,24,Ferrari,6,5,1,100.0
2023,1,Miami Grand Prix,Miami,20,20,35,Haas F1 Team,7,10,-3,100.0
2023,1,Miami Grand Prix,Miami,10,10,33,Alpine,6,8,-2,100.0
2023,1,Miami Grand Prix,Miami,63,63,32,Mercedes,5,4,1,100.0
2023,1,Miami Grand Prix,Miami,16,16,29,Ferrari,8,7,1,100.0
2023,1,Miami Grand Prix,Miami,31,31,26,Alpine,7,9,-2,100.0
2023,1,Miami Grand Prix,Miami,1,1,36,Red Bull Racing,3,1,2,100.0
2023,1,Miami Grand Prix,Miami,77,77,31,Alfa Romeo,9,13,-4,100.0
2023,1,Miami Grand Prix,Miami,23,23,32,Williams,10,14,-4,100.0
2023,1,Miami Grand Prix,Miami,27,27,29,Haas F1 Team,12,15,-3,100.0
2023,1,Miami Grand Prix,Miami,44,44,34,Mercedes,7,6,1,100.0
2023,1,Miami Grand Prix,Miami,24,24,30,Alfa Romeo,12,16,-4,100.0
2023,1,Miami Grand Prix,Miami,21,21,24,AlphaTauri,15,18,-3,100.0
2023,1,Miami Grand Prix,Miami,4,4,28,McLaren,17,17,0,100.0
2023,1,Miami Grand Prix,Miami,22,22,28,AlphaTauri,8,11,-3,100.0
2023,1,Miami Grand Prix,Miami,18,18,33,Aston Martin,11,12,-1,100.0
2023,1,Miami Grand Prix,Miami,81,81,27,McLaren,19,19,0,100.0
2023,1,Miami Grand Prix,Miami,2,2,29,Williams,16,20,-4,100.0
2023,1,Monaco Grand Prix,Monte Carlo,1,1,30,Red Bull Racing,3,1,2,100.0
2023,1,Monaco Grand Prix,Monte Carlo,14,14,32,Aston Martin,1,2,-1,100.0
2023,1,Monaco Grand Prix,Monte Carlo,31,31,24,Alpine,1,3,-2,100.0
2023,1,Monaco Grand Prix,Monte Carlo,55,55,29,Ferrari,9,8,1,100.0
2023,1,Monaco Grand Prix,Monte Carlo,44,44,30,Mercedes,5,4,1,100.0
2023,1,Monaco Grand Prix,Monte Carlo,16,16,26,Ferrari,7,6,1,100.0
2023,1,Monaco Grand Prix,Monte Carlo,10,10,31,Alpine,5,7,-2,100.0
2023,1,Monaco Grand Prix,Monte Carlo,63,63,28,Mercedes,6,5,1,100.0
2023,1,Monaco Grand Prix,Monte Carlo,22,22,32,AlphaTauri,12,15,-3,100.0
2023,1,Monaco Grand Prix,Monte Carlo,4,4,28,McLaren,9,9,0,100.0
2023,1,Monaco Grand Prix,Monte Carlo,81,81,32,McLaren,10,10,0,100.0
2023,1,Monaco Grand Prix,Monte Carlo,21,21,33,AlphaTauri,9,12,-3,100.0
2023,1,Monaco Grand Prix,Monte Carlo,23,23,27,Williams,10,14,-4,100.0
2023,1,Monaco Grand Prix,Monte Carlo,18,18,32,Aston Martin,19,20,-1,100.0
2023,1,Monaco Grand Prix,Monte Carlo,77,77,28,Alfa Romeo,7,11,-4,100.0
2023,1,Monaco Grand Prix,Monte Carlo,2,2,33,Williams,14,18,-4,100.0
2023,1,Monaco Grand Prix,Monte Carlo,20,20,32,Haas F1 Team,16,19,-3,100.0
2023,1,Monaco Grand Prix,Monte Carlo,27,27,26,Haas F1 Team,14,17,-3,100.0
2023,1,Monaco Grand Prix,Monte Carlo,24,24,27,Alfa Romeo,9,13,-4,100.0
2023,1,Monaco Grand Prix,Monte Carlo,11,11,32,Red Bull Racing,18,16,2,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,1,1,33,Red Bull Racing,3,1,2,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,55,55,34,Ferrari,6,5,1,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,4,4,29,McLaren,17,17,0,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,44,44,25,Mercedes,3,2,1,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,18,18,30,Aston Martin,5,6,-1,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,31,31,25,Alpine,6,8,-2,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,27,27,34,Haas F1 Team,12,15,-3,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,14,14,25,Aston Martin,6,7,-1,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,81,81,34,McLaren,13,13,0,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,10,10,24,Alpine,8,10,-2,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,11,11,34,Red Bull Racing,6,4,2,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,63,63,34,Mercedes,4,3,1,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,24,24,35,Alfa Romeo,5,9,-4,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,21,21,34,AlphaTauri,11,14,-3,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,22,22,26,AlphaTauri,9,12,-3,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,77,77,29,Alfa Romeo,15,19,-4,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,20,20,31,Haas F1 Team,15,18,-3,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,23,23,32,Williams,12,16,-4,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,16,16,30,Ferrari,12,11,1,100.0
2023,1,Spanish Grand Prix,Spanish Grand Prix,2,2,27,Williams,16,20,-4,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,1,1,29,Red Bull Racing,3,1,2,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,14,14,28,Aston Martin,1,2,-1,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,44,44,31,Mercedes,4,3,1,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,63,63,24,Mercedes,20,19,1,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,27,27,24,Haas F1 Team,12,15,-3,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,31,31,36,Alpine,6,8,-2,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,4,4,34,McLaren,13,13,0,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,81,81,29,McLaren,11,11,0,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,23,23,33,Williams,3,7,-4,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,16,16,35,Ferrari,5,4,1,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,55,55,25,Ferrari,6,5,1,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,11,11,28,Red Bull Racing,8,6,2,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,20,20,24,Haas F1 Team,14,17,-3,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,77,77,30,Alfa Romeo,6,10,-4,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,10,10,24,Alpine,10,12,-2,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,18,18,27,Aston Martin,8,9,-1,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,21,21,32,AlphaTauri,15,18,-3,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,2,2,24,Williams,16,20,-4,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,22,22,27,AlphaTauri,11,14,-3,100.0
2023,1,Canadian Grand Prix,Canadian Grand Prix,24,24,29,Alfa Romeo,12,16,-4,100.0
2023,1,Austrian Grand Prix,Spielberg,1,1,29,Red Bull Racing,3,1,2,100.0
2023,1,Austrian Grand Prix,Spielberg,16,16,35,Ferrari,3,2,1,100.0
2023,1,Austrian Grand Prix,Spielberg,55,55,36,Ferrari,5,4,1,100.0
2023,1,Austrian Grand Prix,Spielberg,4,4,31,McLaren,5,5,0,100.0
2023,1,Austrian Grand Prix,Spielberg,44,44,24,Mercedes,8,7,1,100.0
2023,1,Austrian Grand Prix,Spielberg,18,18,30,Aston Martin,9,10,-1,100.0
2023,1,Austrian Grand Prix,Spielberg,14,14,24,Aston Martin,5,6,-1,100.0
2023,1,Austrian Grand Prix,Spielberg,27,27,36,Haas F1 Team,17,20,-3,100.0
2023,1,Austrian Grand Prix,Spielberg,10,10,30,Alpine,7,9,-2,100.0
2023,1,Austrian Grand Prix,Spielberg,23,23,26,Williams,7,11,-4,100.0
2023,1,Austrian Grand Prix,Spielberg,63,63,34,Mercedes,9,8,1,100.0
2023,1,Austrian Grand Prix,Spielberg,31,31,31,Alpine,10,12,-2,100.0
2023,1,Austrian Grand Prix,Spielberg,81,81,26,McLaren,17,17,0,100.0
2023,1,Austrian Grand Prix,Spielberg,77,77,36,Alfa Romeo,12,16,-4,100.0
2023,1,Austrian Grand Prix,Spielberg,11,11,24,Red Bull Racing,5,3,2,100.0
2023,1,Austrian Grand Prix,Spielberg,22,22,36,AlphaTauri,15,18,-3,100.0
2023,1,Austrian Grand Prix,Spielberg,24,24,36,Alfa Romeo,10,14,-4,100.0
2023,1,Austrian Grand Prix,Spielberg,2,2,31,Williams,9,13,-4,100.0
2023,1,Austrian Grand Prix,Spielberg,20,20,26,Haas F1 Team,16,19,-3,100.0
2023,1,Austrian Grand Prix,Spielberg,21,21,25,AlphaTauri,12,15,-3,100.0
2023,1,British Grand Prix,Silverstone,1,1,24,Red Bull Racing,3,1,2,100.0
2023,1,British Grand Prix,Silverstone,4,4,26,McLaren,2,2,0,100.0
2023,1,British Grand Prix,Silverstone,81,81,25,McLaren,4,4,0,100.0
2023,1,British Grand Prix,Silverstone,16,16,25,Ferrari,10,9,1,100.0
2023,1,British Grand Prix,Silverstone,55,55,29,Ferrari,11,10,1,100.0
2023,1,British Grand Prix,Silverstone,63,63,35,Mercedes,6,5,1,100.0
2023,1,British Grand Prix,Silverstone,44,44,24,Mercedes,4,3,1,100.0
2023,1,British Grand Prix,Silverstone,23,23,25,Williams,4,8,-4,100.0
2023,1,British Grand Prix,Silverstone,14,14,29,Aston Martin,6,7,-1,100.0
2023,1,British Grand Prix,Silverstone,10,10,26,Alpine,16,18,-2,100.0
2023,1,British Grand Prix,Silverstone,27,27,27,Haas F1 Team,10,13,-3,100.0
2023,1,British Grand Prix,Silverstone,18,18,24,Aston Martin,13,14,-1,100.0
2023,1,British Grand Prix,Silverstone,31,31,31,Alpine,18,20,-2,100.0
2023,1,British Grand Prix,Silverstone,2,2,36,Williams,7,11,-4,100.0
2023,1,British Grand Prix,Silverstone,11,11,30,Red Bull Racing,8,6,2,100.0
2023,1,British Grand Prix,Silverstone,22,22,30,AlphaTauri,13,16,-3,100.0
2023,1,British Grand Prix,Silverstone,24,24,26,Alfa Romeo,11,15,-4,100.0
2023,1,British Grand Prix,Silverstone,21,21,33,AlphaTauri,14,17,-3,100.0
2023,1,British Grand Prix,Silverstone,20,20,33,Haas F1 Team,16,19,-3,100.0
2023,1,British Grand Prix,Silverstone,77,77,26,Alfa Romeo,8,12,-4,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,44,44,25,Mercedes,5,4,1,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,1,1,35,Red Bull Racing,3,1,2,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,4,4,24,McLaren,2,2,0,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,81,81,30,McLaren,5,5,0,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,24,24,30,Alfa Romeo,12,16,-4,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,16,16,35,Ferrari,8,7,1,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,77,77,25,Alfa Romeo,8,12,-4,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,14,14,30,Aston Martin,8,9,-1,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,11,11,36,Red Bull Racing,5,3,2,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,27,27,31,Haas F1 Team,11,14,-3,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,55,55,24,Ferrari,9,8,1,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,31,31,32,Alpine,17,19,-2,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,3,3,30,AlphaTauri,10,13,-3,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,18,18,26,Aston Martin,9,10,-1,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,10,10,31,Alpine,18,20,-2,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,23,23,30,Williams,7,11,-4,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,22,22,34,AlphaTauri,12,15,-3,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,63,63,36,Mercedes,7,6,1,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,20,20,31,Haas F1 Team,14,17,-3,100.0
2023,1,Hungarian Grand Prix,Hungarian Grand Prix,2,2,29,Williams,14,18,-4,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,16,16,32,Ferrari,4,3,1,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,11,11,28,Red Bull Racing,4,2,2,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,44,44,26,Mercedes,5,4,1,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,55,55,26,Ferrari,20,19,1,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,81,81,24,McLaren,20,20,0,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,1,1,35,Red Bull Racing,3,1,2,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,4,4,31,McLaren,7,7,0,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,63,63,25,Mercedes,7,6,1,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,14,14,26,Aston Martin,4,5,-1,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,18,18,31,Aston Martin,8,9,-1,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,22,22,31,AlphaTauri,7,10,-3,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,10,10,34,Alpine,9,11,-2,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,77,77,27,Alfa Romeo,8,12,-4,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,31,31,27,Alpine,6,8,-2,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,23,23,28,Williams,10,14,-4,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,20,20,29,Haas F1 Team,12,15,-3,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,24,24,28,Alfa Romeo,9,13,-4,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,2,2,30,Williams,13,17,-4,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,3,3,25,AlphaTauri,13,16,-3,100.0
2023,1,Belgian Grand Prix,Belgian Grand Prix,27,27,30,Haas F1 Team,15,18,-3,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,1,1,33,Red Bull Racing,3,1,2,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,4,4,30,McLaren,7,7,0,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,63,63,24,Mercedes,18,17,1,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,23,23,30,Williams,4,8,-4,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,14,14,28,Aston Martin,1,2,-1,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,55,55,26,Ferrari,6,5,1,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,11,11,36,Red Bull Racing,6,4,2,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,81,81,26,McLaren,9,9,0,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,16,16,27,Ferrari,20,19,1,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,2,2,36,Williams,16,20,-4,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,18,18,35,Aston Martin,10,11,-1,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,10,10,25,Alpine,1,3,-2,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,44,44,25,Mercedes,7,6,1,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,27,27,24,Haas F1 Team,9,12,-3,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,24,24,28,Alfa Romeo,14,18,-4,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,31,31,27,Alpine,8,10,-2,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,22,22,34,AlphaTauri,13,16,-3,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,77,77,33,Alfa Romeo,11,15,-4,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,40,40,25,AlphaTauri,10,13,-3,100.0
2023,1,Dutch Grand Prix,Dutch Grand Prix,20,20,26,Haas F1 Team,11,14,-3,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,55,55,30,Ferrari,4,3,1,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,1,1,30,Red Bull Racing,3,1,2,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,16,16,35,Ferrari,5,4,1,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,63,63,27,Mercedes,6,5,1,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,11,11,28,Red Bull Racing,4,2,2,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,23,23,28,Williams,3,7,-4,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,81,81,29,McLaren,12,12,0,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,44,44,32,Mercedes,7,6,1,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,4,4,25,McLaren,8,8,0,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,14,14,28,Aston Martin,8,9,-1,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,22,22,35,AlphaTauri,17,20,-3,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,40,40,26,AlphaTauri,8,11,-3,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,27,27,27,Haas F1 Team,14,17,-3,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,77,77,33,Alfa Romeo,6,10,-4,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,2,2,29,Williams,9,13,-4,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,24,24,35,Alfa Romeo,10,14,-4,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,10,10,31,Alpine,13,15,-2,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,31,31,24,Alpine,17,19,-2,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,20,20,33,Haas F1 Team,15,18,-3,100.0
2023,1,Italian Grand Prix,Italian Grand Prix,18,18,31,Aston Martin,15,16,-1,100.0
2023,1,Singapore Grand Prix,Marina Bay,55,55,34,Ferrari,2,1,1,100.0
2023,1,Singapore Grand Prix,Marina Bay,63,63,30,Mercedes,17,16,1,100.0
2023,1,Singapore Grand Prix,Marina Bay,16,16,24,Ferrari,5,4,1,100.0
2023,1,Singapore Grand Prix,Marina Bay,4,4,25,McLaren,2,2,0,100.0
2023,1,Singapore Grand Prix,Marina Bay,44,44,26,Mercedes,4,3,1,100.0
2023,1,Singapore Grand Prix,Marina Bay,20,20,24,Haas F1 Team,7,10,-3,100.0
2023,1,Singapore Grand Prix,Marina Bay,14,14,32,Aston Martin,14,15,-1,100.0
2023,1,Singapore Grand Prix,Marina Bay,31,31,31,Alpine,16,18,-2,100.0
2023,1,Singapore Grand Prix,Marina Bay,27,27,25,Haas F1 Team,10,13,-3,100.0
2023,1,Singapore Grand Prix,Marina Bay,40,40,36,AlphaTauri,6,9,-3,100.0
2023,1,Singapore Grand Prix,Marina Bay,1,1,32,Red Bull Racing,7,5,2,100.0
2023,1,Singapore Grand Prix,Marina Bay,10,10,30,Alpine,4,6,-2,100.0
2023,1,Singapore Grand Prix,Marina Bay,11,11,32,Red Bull Racing,10,8,2,100.0
2023,1,Singapore Grand Prix,Marina Bay,23,23,29,Williams,7,11,-4,100.0
2023,1,Singapore Grand Prix,Marina Bay,22,22,29,AlphaTauri,16,19,-3,100.0
2023,1,Singapore Grand Prix,Marina Bay,77,77,34,Alfa Romeo,13,17,-4,100.0
2023,1,Singapore Grand Prix,Marina Bay,81,81,27,McLaren,7,7,0,100.0
2023,1,Singapore Grand Prix,Marina Bay,2,2,33,Williams,10,14,-4,100.0
2023,1,Singapore Grand Prix,Marina Bay,24,24,33,Alfa Romeo,8,12,-4,100.0
2023,1,Japanese Grand Prix,Suzuka,1,1,36,Red Bull Racing,3,1,2,100.0
2023,1,Japanese Grand Prix,Suzuka,81,81,36,McLaren,3,3,0,100.0
2023,1,Japanese Grand Prix,Suzuka,4,4,25,McLaren,2,2,0,100.0
2023,1,Japanese Grand Prix,Suzuka,16,16,30,Ferrari,5,4,1,100.0
2023,1,Japanese Grand Prix,Suzuka,11,11,28,Red Bull Racing,21,19,2,100.0
2023,1,Japanese Grand Prix,Suzuka,55,55,34,Ferrari,7,6,1,100.0
2023,1,Japanese Grand Prix,Suzuka,44,44,29,Mercedes,6,5,1,100.0
2023,1,Japanese Grand Prix,Suzuka,63,63,25,Mercedes,8,7,1,100.0
2023,1,Japanese Grand Prix,Suzuka,22,22,28,AlphaTauri,9,12,-3,100.0
2023,1,Japanese Grand Prix,Suzuka,14,14,33,Aston Martin,7,8,-1,100.0
