resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,circuitId,date,driverRef,dob,nationality,name,alt,country,points_constructor,status,url,quali_position,q1,q2,q3,pit_stops_count,pit_stops_duration_ms,avg_lap_time_ms,std_lap_time_ms,weather_temp_c,weather_precip_mm,weather_rain_mm,weather_cloud_pct,driver_age,avg_stint_length
18679,774,403,6,18,7,3,3,3,5.0,70,+28.3,7456100,,,,,1,1958,14,1958-09-07,phil_hill,1927-04-20,American,Ferrari,162,Italy,6.0,Finished,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,31.38398357289528,70.0
18680,774,418,105,32,11,4,4,4,0.0,69,,,,,,,11,1958,14,1958-09-07,gregory,1932-02-29,American,Maserati,162,Italy,0.0,+1 Lap,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,26.521560574948666,69.0
18681,774,456,87,6,14,5,5,5,2.0,62,,,,,,,18,1958,14,1958-09-07,salvadori,1922-05-12,British,Cooper,162,Italy,2.0,+8 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,36.323066392881586,62.0
18682,774,289,32,38,12,6,6,6,0.0,62,,,,,,,18,1958,14,1958-09-07,hill,1929-02-15,British,Team Lotus,162,Italy,0.0,+8 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,29.557837097878167,62.0
18683,774,477,32,36,16,7,7,7,0.0,61,,,,,,,19,1958,14,1958-09-07,allison,1932-02-08,British,Team Lotus,162,Italy,0.0,+9 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,26.579055441478438,61.0
18684,774,551,105,42,21,,R,8,0.0,57,,,,,,,5,1958,14,1958-09-07,filippis,1926-11-11,Italian,Maserati,162,Italy,0.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,31.822039698836413,57.0
18685,774,543,105,22,20,,R,9,0.0,51,,,,,,,5,1958,14,1958-09-07,cabianca,1923-02-19,Italian,Maserati,162,Italy,0.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,35.5482546201232,51.0
18686,774,554,66,8,8,,R,10,0.0,42,,,,,,,8,1958,14,1958-09-07,behra,1921-02-16,French,BRM,162,Italy,0.0,Clutch,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,37.555099247091036,42.0
18687,774,478,105,24,18,,R,11,0.0,32,,,,,,,5,1958,14,1958-09-07,herrmann,1928-02-23,German,Maserati,162,Italy,0.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,30.537987679671456,32.0
18688,774,590,118,30,4,,R,12,0.0,30,,,,,,,25,1958,14,1958-09-07,lewis-evans,1930-04-20,British,Vanwall,162,Italy,8.0,Overheating,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,28.383299110198493,30.0
18689,774,427,87,2,13,,R,13,0.0,24,,,,,,,6,1958,14,1958-09-07,trintignant,1917-10-30,French,Cooper,162,Italy,2.0,Gearbox,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,40.85420944558521,24.0
18690,774,475,118,26,1,,R,14,0.0,17,,,,,,,6,1958,14,1958-09-07,moss,1929-09-17,British,Vanwall,162,Italy,8.0,Gearbox,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,28.971937029431896,17.0
18691,774,347,66,12,10,,R,15,0.0,14,,,,,,,7,1958,14,1958-09-07,bonnier,1930-01-31,Swedish,BRM,162,Italy,0.0,Transmission,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,28.59958932238193,14.0
18692,774,482,6,20,5,,R,16,0.0,4,,,,,,,22,1958,14,1958-09-07,gendebien,1924-01-12,Belgian,Ferrari,162,Italy,6.0,Suspension,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,34.652977412731005,4.0
18693,774,583,105,40,19,,R,17,0.0,2,,,,,,,3,1958,14,1958-09-07,gerini,1928-08-10,Italian,Maserati,162,Italy,0.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,30.075290896646134,2.0
18694,774,566,105,34,17,,R,18,0.0,1,,,,,,,64,1958,14,1958-09-07,shelby,1923-01-11,American,Maserati,162,Italy,0.0,Handling,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,35.65503080082136,1.0
18695,774,476,6,16,6,,R,19,0.0,0,,,,,,,3,1958,14,1958-09-07,trips,1928-05-04,German,Ferrari,162,Italy,6.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,30.34360027378508,0.0
18696,774,501,66,10,9,,R,20,0.0,0,,,,,,,3,1958,14,1958-09-07,schell,1921-06-29,American,BRM,162,Italy,0.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,37.190965092402465,0.0
18697,774,356,87,4,15,,R,21,0.0,0,,,,,,,22,1958,14,1958-09-07,jack_brabham,1926-04-02,Australian,Cooper,162,Italy,2.0,Suspension,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.5,0.0,0.0,0.0,32.43258042436687,0.0
18698,775,475,118,8,2,1,1,1,9.0,53,2:09:15.1,7755100,,,,,1,1958,64,1958-10-19,moss,1929-09-17,British,Vanwall,19,Morocco,9.0,Finished,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,29.086926762491444,53.0
18699,775,578,6,6,1,2,2,2,6.0,53,+1:24.7,7839800,,,,,1,1958,64,1958-10-19,hawthorn,1929-04-10,British,Ferrari,19,Morocco,10.0,Finished,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,29.52498288843258,53.0
18700,775,403,6,4,5,3,3,3,4.0,53,+1:25.5,7840600,,,,,1,1958,64,1958-10-19,phil_hill,1927-04-20,American,Ferrari,19,Morocco,10.0,Finished,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,31.498973305954827,53.0
18701,775,347,66,18,8,4,4,4,3.0,53,+1:46.7,7861800,,,,,1,1958,64,1958-10-19,bonnier,1930-01-31,Swedish,BRM,19,Morocco,5.0,Finished,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,28.71457905544148,53.0
18702,775,501,66,16,10,5,5,5,2.0,53,+2:33.7,7908800,,,,,1,1958,64,1958-10-19,schell,1921-06-29,American,BRM,19,Morocco,5.0,Finished,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,37.30595482546201,53.0
18703,775,418,105,22,13,6,6,6,0.0,52,,,,,,,11,1958,64,1958-10-19,gregory,1932-02-29,American,Maserati,19,Morocco,0.0,+1 Lap,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,26.636550308008214,52.0
18704,775,456,87,28,14,7,7,7,0.0,51,,,,,,,12,1958,64,1958-10-19,salvadori,1922-05-12,British,Cooper,19,Morocco,0.0,+2 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,36.43805612594114,51.0
18705,775,486,87,30,11,8,8,8,0.0,50,,,,,,,13,1958,64,1958-10-19,fairman,1913-03-15,British,Cooper,19,Morocco,0.0,+3 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,45.596167008898014,50.0
18706,775,478,105,38,18,9,9,9,0.0,50,,,,,,,13,1958,64,1958-10-19,herrmann,1928-02-23,German,Maserati,19,Morocco,0.0,+3 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,30.652977412731005,50.0
18707,775,477,32,34,16,10,10,10,0.0,49,,,,,,,14,1958,64,1958-10-19,allison,1932-02-08,British,Team Lotus,19,Morocco,0.0,+4 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,26.694045174537987,49.0
18708,775,356,87,50,19,11,11,11,0.0,49,,,,,,,14,1958,64,1958-10-19,jack_brabham,1926-04-02,Australian,Cooper,19,Morocco,0.0,+4 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,32.54757015742642,49.0
18709,775,583,105,26,17,12,12,12,0.0,48,,,,,,,15,1958,64,1958-10-19,gerini,1928-08-10,Italian,Maserati,19,Morocco,0.0,+5 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,30.190280629705683,48.0
18710,775,360,87,52,21,13,13,13,0.0,48,,,,,,,15,1958,64,1958-10-19,mclaren,1937-08-30,New Zealander,Cooper,19,Morocco,0.0,+5 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,21.136208076659823,48.0
18711,775,602,87,58,23,14,14,14,0.0,48,,,,,,,15,1958,64,1958-10-19,la_caze,1917-02-26,French,Cooper,19,Morocco,0.0,+5 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,41.64271047227926,48.0
18712,775,603,87,48,25,15,15,15,0.0,48,,,,,,,15,1958,64,1958-10-19,guelfi,1919-05-06,French,Cooper,19,Morocco,0.0,+5 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,39.455167693360714,48.0
18713,775,289,32,32,12,16,16,16,0.0,45,,,,,,,17,1958,64,1958-10-19,hill,1929-02-15,British,Team Lotus,19,Morocco,0.0,+7 Laps,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,29.672826830937716,45.0
18714,775,590,118,12,3,,R,17,0.0,41,,,,,,,3,1958,64,1958-10-19,lewis-evans,1930-04-20,British,Vanwall,19,Morocco,9.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,28.49828884325804,41.0
18715,775,604,87,54,24,,R,18,0.0,31,,,,,,,3,1958,64,1958-10-19,picard,1921-04-26,French,Cooper,19,Morocco,0.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,37.48117727583847,31.0
18716,775,605,87,56,22,,R,19,0.0,30,,,,,,,3,1958,64,1958-10-19,bridger,1934-06-24,British,Cooper,19,Morocco,0.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,24.320328542094455,30.0
18717,775,479,118,10,7,,R,20,0.0,29,,,,,,,5,1958,64,1958-10-19,brooks,1932-02-25,British,Vanwall,19,Morocco,9.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,26.647501711156742,29.0
18718,775,482,6,2,6,,R,21,0.0,29,,,,,,,3,1958,64,1958-10-19,gendebien,1924-01-12,Belgian,Ferrari,19,Morocco,10.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,34.76796714579056,29.0
18719,775,554,66,14,4,,R,22,0.0,26,,,,,,,5,1958,64,1958-10-19,behra,1921-02-16,French,BRM,19,Morocco,5.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,37.67008898015058,26.0
18720,775,455,87,24,20,,R,23,0.0,15,,,,,,,3,1958,64,1958-10-19,seidel,1926-07-04,German,Cooper,19,Morocco,0.0,Accident,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,32.29295003422313,15.0
18721,775,541,66,20,15,,R,24,0.0,15,,,,,,,5,1958,64,1958-10-19,flockhart,1923-06-16,British,BRM,19,Morocco,5.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,35.3429158110883,15.0
18722,775,427,87,36,9,,R,25,0.0,9,,,,,,,5,1958,64,1958-10-19,trintignant,1917-10-30,French,Cooper,19,Morocco,0.0,Engine,http://en.wikipedia.org/wiki/1958_Formula_One_season,,,,,0.0,,,,25.2,0.0,0.0,0.0,40.969199178644764,9.0
18723,776,579,105,2,2,1,1,1,8.0,100,3:00:55.9,10855900,,,,,1,1957,25,1957-01-13,fangio,1911-06-24,Argentine,Maserati,8,Argentina,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,45.55783709787816,100.0
18724,776,554,105,6,3,2,2,2,6.0,100,+18.3,10874200,,,,,1,1957,25,1957-01-13,behra,1921-02-16,French,Maserati,8,Argentina,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,35.90691307323751,100.0
18725,776,496,105,8,8,3,3,3,4.0,99,,,,,,,11,1957,25,1957-01-13,menditeguy,1914-08-10,Argentine,Maserati,8,Argentina,,+1 Lap,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,42.42847364818618,99.0
18726,776,501,105,22,9,4,4,4,3.0,98,,,,,,,12,1957,25,1957-01-13,schell,1921-06-29,American,Maserati,8,Argentina,,+2 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,35.54277891854894,98.0
18727,776,606,6,20,10,5,5,5,1.0,98,,,,,,,12,1957,25,1957-01-13,portago,1928-10-11,Spanish,Ferrari,8,Argentina,,+2 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,28.257357973990416,98.0
18728,776,607,6,18,11,6,6,6,0.0,98,,,,,,,12,1957,25,1957-01-13,perdisa,1932-10-21,Italian,Ferrari,8,Argentina,,+2 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,24.229979466119097,98.0
18729,776,347,105,24,13,7,7,7,0.0,95,,,,,,,15,1957,25,1957-01-13,bonnier,1930-01-31,Swedish,Maserati,8,Argentina,,+5 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,26.951403148528406,95.0
18730,776,475,105,4,1,8,8,8,1.0,93,,,,,,,17,1957,25,1957-01-13,moss,1929-09-17,British,Maserati,8,Argentina,,+7 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,27.32375085557837,93.0
18731,776,573,6,26,12,9,9,9,0.0,91,,,,,,,19,1957,25,1957-01-13,tomaso,1928-07-10,Argentine-Italian,Ferrari,8,Argentina,,+9 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,28.511978097193705,91.0
18732,776,586,105,28,14,10,10,10,0.0,90,,,,,,,88,1957,25,1957-01-13,piotti,1913-10-27,Italian,Maserati,8,Argentina,,+10 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,43.214236824093085,90.0
18733,776,608,6,14,4,,R,11,0.0,75,,,,,,,36,1957,25,1957-01-13,castellotti,1930-10-10,Italian,Ferrari,8,Argentina,,Wheel,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,26.261464750171115,75.0
18734,776,578,6,16,7,,R,12,0.0,35,,,,,,,8,1957,25,1957-01-13,hawthorn,1929-04-10,British,Ferrari,8,Argentina,,Clutch,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,27.761806981519506,35.0
18735,776,577,6,12,6,,R,13,0.0,31,,,,,,,8,1957,25,1957-01-13,musso,1924-07-28,Italian,Ferrari,8,Argentina,,Clutch,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,32.46269678302532,31.0
18736,776,581,6,10,5,,R,14,0.0,26,,,,,,,8,1957,25,1957-01-13,collins,1931-11-06,British,Ferrari,8,Argentina,,Clutch,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,25.8,0.0,0.0,100.0,25.188227241615333,26.0
18737,777,579,105,32,1,1,1,1,9.0,105,3:10:12.8,11412800,,,,,1,1957,6,1957-05-19,fangio,1911-06-24,Argentine,Maserati,7,Monaco,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,45.90280629705681,105.0
18738,777,479,118,20,4,2,2,2,6.0,105,+25.2,11438000,,,,,1,1957,6,1957-05-19,brooks,1932-02-25,British,Vanwall,7,Monaco,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,25.229295003422312,105.0
18739,777,418,105,2,10,3,3,3,4.0,103,,,,,,,12,1957,6,1957-05-19,gregory,1932-02-29,American,Maserati,7,Monaco,,+2 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,25.218343600273784,103.0
18740,777,590,125,10,13,4,4,4,3.0,102,,,,,,,13,1957,6,1957-05-19,lewis-evans,1930-04-20,British,Connaught,7,Monaco,,+3 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,27.080082135523615,102.0
18741,777,427,6,30,6,5,5,5,2.0,100,,,,,,,15,1957,6,1957-05-19,trintignant,1917-10-30,French,Ferrari,7,Monaco,,+5 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,39.55099247091034,100.0
18742,777,356,87,14,15,6,6,6,0.0,100,,,,,,,15,1957,6,1957-05-19,jack_brabham,1926-04-02,Australian,Cooper,7,Monaco,,+5 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,31.129363449691994,100.0
18743,777,476,6,24,9,,R,7,0.0,95,,,,,,,5,1957,6,1957-05-19,trips,1928-05-04,German,Ferrari,7,Monaco,,Engine,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,29.0403832991102,95.0
18744,777,483,105,34,14,,R,8,0.0,64,,,,,,,44,1957,6,1957-05-19,scarlatti,1921-10-02,Italian,Maserati,7,Monaco,,Oil leak,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,35.62765229295003,64.0
18745,777,541,66,6,11,,R,9,0.0,60,,,,,,,5,1957,6,1957-05-19,flockhart,1923-06-16,British,BRM,7,Monaco,,Engine,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,33.92470910335387,60.0
18746,777,496,105,36,7,,R,10,0.0,51,,,,,,,20,1957,6,1957-05-19,menditeguy,1914-08-10,Argentine,Maserati,7,Monaco,,Spun off,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,42.77344284736482,51.0
18747,777,549,125,12,16,,R,11,0.0,47,,,,,,,95,1957,6,1957-05-19,bueb,1923-06-06,British,Connaught,7,Monaco,,Fuel leak,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,33.95208761122519,47.0
18748,777,501,105,38,8,,R,12,0.0,23,,,,,,,22,1957,6,1957-05-19,schell,1921-06-29,American,Maserati,7,Monaco,,Suspension,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,35.88774811772758,23.0
18749,777,547,105,22,12,,R,13,0.0,10,,,,,,,3,1957,6,1957-05-19,gould,1918-09-20,British,Maserati,7,Monaco,,Accident,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,38.6611909650924,10.0
18750,777,581,6,26,2,,R,14,0.0,4,,,,,,,3,1957,6,1957-05-19,collins,1931-11-06,British,Ferrari,7,Monaco,,Accident,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,25.533196440793976,4.0
18751,777,475,118,18,3,,R,15,0.0,4,,,,,,,3,1957,6,1957-05-19,moss,1929-09-17,British,Vanwall,7,Monaco,,Accident,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,27.668720054757017,4.0
18752,777,578,6,28,5,,R,16,0.0,4,,,,,,,3,1957,6,1957-05-19,hawthorn,1929-04-10,British,Ferrari,7,Monaco,,Accident,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,28.10677618069815,4.0
18753,777,456,66,8,0,,F,17,0.0,0,,,,,,,81,1957,6,1957-05-19,salvadori,1922-05-12,British,BRM,7,Monaco,,Did not qualify,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,35.01984941820671,0.0
18754,777,478,105,40,0,,F,18,0.0,0,,,,,,,81,1957,6,1957-05-19,herrmann,1928-02-23,German,Maserati,7,Monaco,,Did not qualify,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,29.234770704996578,0.0
18755,777,609,105,4,0,,F,19,0.0,0,,,,,,,81,1957,6,1957-05-19,simon,1920-01-05,French,Maserati,7,Monaco,,Did not qualify,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,37.36892539356605,0.0
18756,777,586,105,42,0,,F,20,0.0,0,,,,,,,81,1957,6,1957-05-19,piotti,1913-10-27,Italian,Maserati,7,Monaco,,Did not qualify,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,43.559206023271734,0.0
18757,777,610,87,16,0,,F,21,0.0,0,,,,,,,81,1957,6,1957-05-19,leston,1920-12-16,British,Cooper,7,Monaco,,Did not qualify,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,19.6,0.0,0.0,12.0,36.421629021218344,0.0
18758,778,611,108,9,13,1,1,1,8.0,200,3:41:14.25,13274250,,,,,1,1957,19,1957-05-30,hanks,1914-07-13,American,Epperly,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,42.88021902806297,200.0
18759,778,509,108,26,32,2,2,2,7.0,200,+21.46,13295710,,,,,1,1957,19,1957-05-30,rathmann,1928-07-16,American,Epperly,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,28.870636550308006,200.0
18760,778,525,114,1,15,3,3,3,4.0,200,+2:13.97,13408220,,,,,1,1957,19,1957-05-30,bryan,1926-01-28,American,Kuzma,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,31.3347022587269,200.0
18761,778,555,113,54,10,4,4,4,3.0,200,+2:56.86,13451110,,,,,1,1957,19,1957-05-30,paul_russo,1914-04-10,American,Kurtis Kraft,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,43.13757700205339,200.0
18762,778,612,113,73,12,5,5,5,2.0,200,+3:14.27,13468520,,,,,1,1957,19,1957-05-30,linden,1922-04-05,American,Kurtis Kraft,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,35.15126625598905,200.0
18763,778,533,113,6,5,6,6,6,0.0,200,+4:35.27,13549520,,,,,1,1957,19,1957-05-30,boyd,1926-08-19,American,Kurtis Kraft,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,30.77891854893908,200.0
18764,778,613,113,48,28,7,7,7,0.0,200,+4:45.58,13559830,,,,,1,1957,19,1957-05-30,teague,1921-02-22,American,Kurtis Kraft,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,36.26557152635181,200.0
18765,778,597,113,12,1,8,8,8,0.0,200,+5:33.15,13607400,,,,,1,1957,19,1957-05-30,connor,1928-10-09,American,Kurtis Kraft,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,28.637919233401778,200.0
18766,778,514,109,7,16,9,9,9,0.0,200,+6:17.11,13651360,,,,,1,1957,19,1957-05-30,veith,1926-11-01,American,Phillips,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,30.576317590691307,200.0
18767,778,520,110,22,14,10,10,10,0.0,200,+7:10.12,13704370,,,,,1,1957,19,1957-05-30,hartley,1926-01-28,American,Lesovsky,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,31.3347022587269,200.0
18768,778,562,113,19,19,11,11,11,0.0,200,+7:56.07,13750320,,,,,1,1957,19,1957-05-30,turner,1920-02-12,American,Kurtis Kraft,223,USA,,Finished,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,37.295003422313485,200.0
18769,778,512,114,10,11,12,12,12,0.0,199,,,,,,,11,1957,19,1957-05-30,thomson,1922-04-09,American,Kuzma,223,USA,,+1 Lap,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,35.14031485284052,199.0
18770,778,516,113,95,33,13,13,13,0.0,197,,,,,,,13,1957,19,1957-05-30,christie,1924-04-04,American,Kurtis Kraft,223,USA,,+3 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,33.152635181382614,197.0
18771,778,563,114,82,25,14,14,14,0.0,196,,,,,,,14,1957,19,1957-05-30,weyant,1923-04-03,American,Kuzma,223,USA,,+4 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,34.157426420260094,196.0
18772,778,529,113,27,22,15,15,15,0.0,195,,,,,,,15,1957,19,1957-05-30,bettenhausen,1916-09-12,American,Kurtis Kraft,223,USA,,+5 Laps,http://en.wikipedia.org/wiki/1957_Formula_One_season,,,,,0.0,,,,20.7,0.0,0.0,3.0,40.71184120465435,195.0
